frame,vehicle_type,estimated_speed,status
936,car,45,OK
936,car,16,OK
936,car,42,OK
936,car,15,OK
936,car,24,OK
936,car,23,OK
936,car,51,OK
936,car,23,OK
936,car,15,OK
936,car,18,OK
937,car,56,OK
937,car,25,OK
937,bus,24,OK
937,car,40,OK
937,car,38,OK
937,car,27,OK
937,car,45,OK
937,car,16,OK
937,car,40,OK
937,car,15,OK
937,car,24,OK
937,car,23,OK
937,car,51,OK
937,car,23,OK
937,car,15,OK
937,car,18,OK
938,car,27,OK
938,car,59,OK
938,car,56,OK
938,car,27,OK
938,bus,24,OK
938,car,44,OK
938,car,25,OK
938,car,38,OK
938,car,16,OK
938,car,22,OK
938,car,15,OK
938,car,18,OK
938,car,13,OK
938,car,23,OK
939,car,54,OK
939,car,28,OK
939,car,26,OK
939,car,58,OK
939,car,40,OK
939,bus,24,OK
939,car,16,OK
939,car,22,OK
939,car,38,OK
939,car,16,OK
939,car,24,OK
939,car,13,OK
939,car,43,OK
939,car,25,OK
939,car,18,OK
940,car,25,OK
940,car,57,OK
940,car,40,OK
940,car,24,OK
940,car,52,OK
940,bus,23,OK
940,car,20,OK
940,car,25,OK
940,car,15,OK
940,car,39,OK
940,car,16,OK
940,car,22,OK
940,car,13,OK
940,car,27,OK
940,car,10,OK
941,car,50,OK
941,car,53,OK
941,car,26,OK
941,car,24,OK
941,car,40,OK
941,bus,24,OK
941,car,17,OK
941,car,16,OK
941,car,20,OK
941,car,45,OK
941,car,27,OK
941,car,22,OK
941,car,13,OK
941,car,18,OK
942,car,26,OK
942,car,50,OK
942,car,25,OK
942,car,29,OK
942,car,53,OK
942,car,40,OK
942,car,47,OK
942,bus,24,OK
942,car,18,OK
942,car,17,OK
942,car,16,OK
942,car,23,OK
942,car,19,OK
942,car,14,OK
942,car,10,OK
942,car,42,OK
942,car,19,OK
943,car,26,OK
943,car,50,OK
943,car,25,OK
943,car,29,OK
943,car,53,OK
943,car,40,OK
943,car,47,OK
943,bus,24,OK
943,car,18,OK
943,car,17,OK
943,car,16,OK
943,car,23,OK
943,car,19,OK
943,car,14,OK
943,car,10,OK
943,car,42,OK
943,car,19,OK
944,car,48,OK
944,car,27,OK
944,car,26,OK
944,car,47,OK
944,car,43,OK
944,bus,25,OK
944,car,18,OK
944,car,39,OK
944,car,16,OK
944,car,29,OK
944,car,50,OK
944,car,20,OK
944,car,12,OK
944,car,22,OK
944,car,18,OK
944,truck,26,OK
944,car,17,OK
944,car,14,OK
945,car,47,OK
945,car,29,OK
945,car,25,OK
945,car,30,OK
945,car,16,OK
945,car,52,OK
945,car,39,OK
945,bus,25,OK
945,car,17,OK
945,car,37,OK
945,car,48,OK
945,car,20,OK
945,car,21,OK
945,car,10,OK
945,car,15,OK
945,car,14,OK
946,car,45,OK
946,car,30,OK
946,car,38,OK
946,car,16,OK
946,car,57,OK
946,car,25,OK
946,car,32,OK
946,bus,25,OK
946,car,35,OK
946,car,48,OK
946,car,18,OK
946,car,21,OK
946,car,21,OK
946,car,11,OK
947,car,30,OK
947,car,42,OK
947,car,59,OK
947,car,36,OK
947,car,24,OK
947,car,31,OK
947,car,17,OK
947,car,52,OK
947,car,12,OK
947,car,17,OK
947,bus,25,OK
947,car,21,OK
947,car,18,OK
947,car,79,OVER-SPEED
947,car,80,OVER-SPEED
947,car,37,OK
947,car,51,OK
947,car,18,OK
948,car,31,OK
948,car,44,OK
948,car,23,OK
948,car,33,OK
948,car,65,OVER-SPEED
948,car,84,OVER-SPEED
948,car,14,OK
948,car,34,OK
948,car,16,OK
948,car,33,OK
948,car,17,OK
948,bus,25,OK
948,car,49,OK
948,car,19,OK
948,car,21,OK
949,car,31,OK
949,car,23,OK
949,car,44,OK
949,car,32,OK
949,car,65,OVER-SPEED
949,car,84,OVER-SPEED
949,car,34,OK
949,car,16,OK
949,car,14,OK
949,car,33,OK
949,car,17,OK
949,car,49,OK
949,bus,25,OK
949,car,19,OK
949,car,21,OK
950,car,44,OK
950,car,31,OK
950,car,34,OK
950,car,67,OVER-SPEED
950,car,23,OK
950,car,37,OK
950,car,89,OVER-SPEED
950,car,13,OK
950,car,16,OK
950,car,33,OK
950,bus,25,OK
950,car,47,OK
950,car,20,OK
950,car,17,OK
950,car,21,OK
950,car,13,OK
951,car,42,OK
951,car,32,OK
951,car,36,OK
951,car,22,OK
951,car,49,OK
951,car,93,OVER-SPEED
951,car,20,OK
951,car,36,OK
951,car,13,OK
951,car,17,OK
951,car,71,OVER-SPEED
951,car,37,OK
951,bus,24,OK
951,car,21,OK
951,car,17,OK
952,car,41,OK
952,car,34,OK
952,car,35,OK
952,car,22,OK
952,car,48,OK
952,car,95,OVER-SPEED
952,car,21,OK
952,car,69,OVER-SPEED
952,car,12,OK
952,car,32,OK
952,car,21,OK
952,bus,25,OK
952,car,18,OK
952,car,18,OK
952,car,12,OK
953,car,43,OK
953,car,44,OK
953,car,35,OK
953,car,91,OVER-SPEED
953,car,37,OK
953,car,22,OK
953,car,21,OK
953,car,32,OK
953,car,20,OK
953,car,14,OK
953,car,22,OK
953,bus,24,OK
953,car,17,OK
953,car,20,OK
953,car,73,OVER-SPEED
954,car,41,OK
954,car,44,OK
954,car,45,OK
954,car,87,OVER-SPEED
954,car,21,OK
954,car,36,OK
954,car,23,OK
954,car,33,OK
954,car,19,OK
954,car,15,OK
954,car,20,OK
954,bus,24,OK
954,car,20,OK
954,car,75,OVER-SPEED
954,car,16,OK
954,car,19,OK
955,car,41,OK
955,car,45,OK
955,car,45,OK
955,car,87,OVER-SPEED
955,car,21,OK
955,car,36,OK
955,car,23,OK
955,car,33,OK
955,car,19,OK
955,car,15,OK
955,car,20,OK
955,bus,24,OK
955,car,20,OK
955,car,75,OVER-SPEED
955,car,16,OK
955,car,19,OK
956,car,41,OK
956,car,39,OK
956,car,43,OK
956,car,87,OVER-SPEED
956,car,43,OK
956,car,32,OK
956,car,20,OK
956,car,23,OK
956,car,15,OK
956,car,20,OK
956,car,19,OK
956,bus,24,OK
956,car,13,OK
956,car,20,OK
956,car,20,OK
956,car,19,OK
957,car,40,OK
957,car,92,OVER-SPEED
957,car,43,OK
957,car,43,OK
957,car,39,OK
957,car,16,OK
957,car,32,OK
957,car,22,OK
957,car,20,OK
957,car,20,OK
957,bus,24,OK
957,car,20,OK
957,car,11,OK
957,car,20,OK
957,car,19,OK
957,car,18,OK
958,car,39,OK
958,car,95,OVER-SPEED
958,car,43,OK
958,car,17,OK
958,car,32,OK
958,car,40,OK
958,car,22,OK
958,car,20,OK
958,car,45,OK
958,bus,24,OK
958,car,19,OK
958,car,21,OK
958,truck,41,OK
958,car,16,OK
958,car,12,OK
958,car,19,OK
958,car,34,OK
958,car,19,OK
958,car,11,OK
959,car,39,OK
959,car,85,OVER-SPEED
959,car,43,OK
959,car,43,OK
959,car,46,OK
959,car,22,OK
959,car,34,OK
959,car,22,OK
959,car,19,OK
959,car,17,OK
959,bus,23,OK
959,car,20,OK
959,car,14,OK
959,car,19,OK
959,car,19,OK
959,car,12,OK
960,car,49,OK
960,car,43,OK
960,car,83,OVER-SPEED
960,car,39,OK
960,car,22,OK
960,car,33,OK
960,car,43,OK
960,car,22,OK
960,car,16,OK
960,car,20,OK
960,bus,24,OK
960,car,19,OK
960,car,12,OK
960,car,19,OK
960,car,18,OK
961,car,49,OK
961,car,43,OK
961,car,83,OVER-SPEED
961,car,39,OK
961,car,23,OK
961,car,33,OK
961,car,43,OK
961,car,22,OK
961,car,16,OK
961,car,20,OK
961,bus,24,OK
961,car,19,OK
961,car,12,OK
961,car,19,OK
961,car,18,OK
962,car,82,OVER-SPEED
962,car,38,OK
962,car,42,OK
962,car,22,OK
962,car,22,OK
962,car,49,OK
962,car,29,OK
962,car,46,OK
962,car,16,OK
962,car,20,OK
962,bus,23,OK
962,car,19,OK
962,car,19,OK
962,car,12,OK
962,car,18,OK
963,car,38,OK
963,car,80,OVER-SPEED
963,car,42,OK
963,car,21,OK
963,car,22,OK
963,car,17,OK
963,car,30,OK
963,car,54,OK
963,car,47,OK
963,car,22,OK
963,bus,23,OK
963,car,19,OK
963,car,19,OK
963,car,11,OK
963,car,11,OK
963,car,17,OK
964,car,36,OK
964,car,78,OVER-SPEED
964,car,40,OK
964,car,21,OK
964,car,23,OK
964,car,61,OVER-SPEED
964,car,17,OK
964,car,29,OK
964,car,21,OK
964,bus,24,OK
964,car,18,OK
964,car,51,OK
964,car,19,OK
964,car,11,OK
964,car,11,OK
964,car,17,OK
965,car,79,OVER-SPEED
965,car,36,OK
965,car,40,OK
965,car,21,OK
965,car,60,OVER-SPEED
965,car,24,OK
965,car,28,OK
965,car,15,OK
965,bus,23,OK
965,car,22,OK
965,car,19,OK
965,car,12,OK
965,car,19,OK
965,car,18,OK
965,truck,55,OK
965,car,11,OK
965,car,55,OK
965,car,51,OK
965,car,18,OK
966,car,74,OVER-SPEED
966,car,36,OK
966,car,40,OK
966,car,63,OVER-SPEED
966,car,24,OK
966,car,24,OK
966,car,58,OK
966,car,22,OK
966,car,27,OK
966,car,57,OK
966,car,17,OK
966,car,13,OK
966,bus,23,OK
966,car,17,OK
966,car,19,OK
966,car,17,OK
966,car,11,OK
966,car,28,OK
967,car,74,OVER-SPEED
967,car,36,OK
967,car,40,OK
967,car,63,OVER-SPEED
967,car,23,OK
967,car,24,OK
967,car,58,OK
967,car,21,OK
967,car,27,OK
967,car,57,OK
967,car,17,OK
967,car,13,OK
967,bus,23,OK
967,car,17,OK
967,car,19,OK
967,car,17,OK
967,car,28,OK
967,car,11,OK
968,car,35,OK
968,car,38,OK
968,car,67,OVER-SPEED
968,car,72,OVER-SPEED
968,car,58,OK
968,car,24,OK
968,car,21,OK
968,car,59,OK
968,car,22,OK
968,car,27,OK
968,bus,23,OK
968,car,13,OK
968,car,17,OK
968,car,17,OK
968,car,18,OK
968,car,18,OK
968,car,12,OK
969,car,36,OK
969,car,38,OK
969,car,72,OVER-SPEED
969,car,71,OVER-SPEED
969,car,23,OK
969,car,72,OVER-SPEED
969,car,24,OK
969,car,21,OK
969,car,62,OVER-SPEED
969,car,27,OK
969,car,16,OK
969,bus,23,OK
969,car,13,OK
969,car,18,OK
969,car,19,OK
969,car,16,OK
969,car,12,OK
969,car,20,OK
970,car,35,OK
970,car,25,OK
970,car,72,OVER-SPEED
970,car,67,OVER-SPEED
970,car,32,OK
970,car,77,OVER-SPEED
970,car,23,OK
970,car,29,OK
970,car,22,OK
970,car,66,OVER-SPEED
970,car,18,OK
970,car,17,OK
970,bus,22,OK
970,car,19,OK
970,car,13,OK
970,car,16,OK
970,car,19,OK
970,car,11,OK
971,car,25,OK
971,car,81,OVER-SPEED
971,car,34,OK
971,car,68,OVER-SPEED
971,car,40,OK
971,car,67,OVER-SPEED
971,car,70,OVER-SPEED
971,car,28,OK
971,car,21,OK
971,car,24,OK
971,bus,22,OK
971,car,17,OK
971,car,18,OK
971,car,19,OK
971,car,14,OK
971,car,19,OK
971,car,29,OK
972,car,33,OK
972,car,26,OK
972,car,38,OK
972,car,71,OVER-SPEED
972,car,65,OVER-SPEED
972,car,26,OK
972,car,29,OK
972,car,21,OK
972,car,74,OVER-SPEED
972,car,18,OK
972,car,17,OK
972,bus,22,OK
972,car,88,OVER-SPEED
972,car,14,OK
972,car,19,OK
972,car,12,OK
972,car,14,OK
972,car,12,OK
972,car,19,OK
973,car,33,OK
973,car,26,OK
973,car,38,OK
973,car,65,OVER-SPEED
973,car,71,OVER-SPEED
973,car,26,OK
973,car,29,OK
973,car,21,OK
973,car,18,OK
973,car,74,OVER-SPEED
973,bus,22,OK
973,car,17,OK
973,car,88,OVER-SPEED
973,car,14,OK
973,car,19,OK
973,car,14,OK
973,car,12,OK
973,car,19,OK
973,car,12,OK
974,car,25,OK
974,car,66,OVER-SPEED
974,car,32,OK
974,car,38,OK
974,car,64,OVER-SPEED
974,car,27,OK
974,car,27,OK
974,car,19,OK
974,car,18,OK
974,car,105,OVER-SPEED
974,bus,22,OK
974,car,16,OK
974,car,16,OK
974,car,20,OK
974,car,77,OVER-SPEED
974,car,18,OK
974,car,12,OK
975,car,32,OK
975,car,69,OVER-SPEED
975,car,25,OK
975,car,37,OK
975,car,19,OK
975,car,27,OK
975,car,27,OK
975,car,63,OVER-SPEED
975,car,18,OK
975,car,97,OVER-SPEED
975,car,14,OK
975,bus,22,OK
975,car,12,OK
975,bus,74,OVER-SPEED
975,car,18,OK
976,car,32,OK
976,car,28,OK
976,car,61,OVER-SPEED
976,car,66,OVER-SPEED
976,car,26,OK
976,car,19,OK
976,car,32,OK
976,car,27,OK
976,car,74,OVER-SPEED
976,car,19,OK
976,car,15,OK
976,car,84,OVER-SPEED
976,bus,22,OK
976,car,15,OK
976,car,12,OK
976,car,18,OK
977,car,31,OK
977,car,63,OVER-SPEED
977,car,59,OK
977,car,35,OK
977,car,29,OK
977,car,19,OK
977,car,27,OK
977,car,26,OK
977,car,71,OVER-SPEED
977,car,19,OK
977,car,14,OK
977,bus,21,OK
977,car,13,OK
977,car,18,OK
977,car,87,OVER-SPEED
977,car,12,OK
977,car,18,OK
978,car,31,OK
978,car,62,OVER-SPEED
978,car,26,OK
978,car,59,OK
978,car,19,OK
978,car,29,OK
978,car,26,OK
978,car,34,OK
978,car,19,OK
978,car,72,OVER-SPEED
978,car,61,OVER-SPEED
978,car,13,OK
978,bus,22,OK
978,car,14,OK
978,car,12,OK
978,car,18,OK
979,car,31,OK
979,car,62,OVER-SPEED
979,car,26,OK
979,car,59,OK
979,car,19,OK
979,car,29,OK
979,car,26,OK
979,car,34,OK
979,car,19,OK
979,car,72,OVER-SPEED
979,car,61,OVER-SPEED
979,car,13,OK
979,bus,22,OK
979,car,14,OK
979,car,12,OK
979,car,18,OK
980,car,31,OK
980,car,29,OK
980,car,57,OK
980,car,27,OK
980,car,61,OVER-SPEED
980,car,34,OK
980,car,19,OK
980,car,20,OK
980,car,25,OK
980,car,13,OK
980,car,15,OK
980,bus,22,OK
980,car,26,OK
980,car,18,OK
980,car,18,OK
981,car,31,OK
981,car,59,OK
981,car,32,OK
981,car,31,OK
981,car,30,OK
981,car,19,OK
981,car,24,OK
981,car,57,OK
981,car,15,OK
981,car,19,OK
981,car,15,OK
981,bus,23,OK
981,car,17,OK
981,car,18,OK
981,car,33,OK
982,car,31,OK
982,car,57,OK
982,car,33,OK
982,car,25,OK
982,car,32,OK
982,car,27,OK
982,car,19,OK
982,car,18,OK
982,car,15,OK
982,car,53,OK
982,bus,23,OK
982,car,16,OK
982,car,41,OK
982,car,39,OK
982,car,19,OK
983,car,30,OK
983,car,31,OK
983,car,33,OK
983,car,55,OK
983,car,25,OK
983,car,27,OK
983,car,20,OK
983,car,18,OK
983,car,54,OK
983,car,16,OK
983,bus,22,OK
983,car,15,OK
983,car,41,OK
983,car,18,OK
983,car,44,OK
983,car,35,OK
983,car,19,OK
984,car,31,OK
984,car,21,OK
984,car,32,OK
984,car,33,OK
984,car,53,OK
984,car,25,OK
984,car,19,OK
984,car,29,OK
984,car,16,OK
984,car,54,OK
984,car,52,OK
984,bus,22,OK
984,car,15,OK
984,car,51,OK
984,car,19,OK
985,car,31,OK
985,car,21,OK
985,car,32,OK
985,car,33,OK
985,car,53,OK
985,car,25,OK
985,car,28,OK
985,car,19,OK
985,car,54,OK
985,car,16,OK
985,car,52,OK
985,bus,22,OK
985,car,15,OK
985,car,51,OK
985,car,41,OK
985,car,19,OK
986,car,30,OK
986,car,53,OK
986,car,32,OK
986,car,22,OK
986,car,33,OK
986,car,25,OK
986,car,56,OK
986,car,19,OK
986,car,27,OK
986,bus,22,OK
986,car,16,OK
986,car,51,OK
986,car,15,OK
986,car,35,OK
986,car,18,OK
986,car,41,OK
987,car,34,OK
987,car,34,OK
987,car,30,OK
987,car,51,OK
987,car,61,OVER-SPEED
987,car,24,OK
987,car,22,OK
987,car,34,OK
987,car,20,OK
987,bus,22,OK
987,car,47,OK
987,car,15,OK
987,car,13,OK
987,car,42,OK
987,car,18,OK
988,car,29,OK
988,car,34,OK
988,car,66,OVER-SPEED
988,car,49,OK
988,car,35,OK
988,car,23,OK
988,car,31,OK
988,car,24,OK
988,car,15,OK
988,car,18,OK
988,bus,21,OK
988,car,14,OK
988,car,50,OK
988,car,18,OK
989,car,35,OK
989,car,28,OK
989,car,70,OVER-SPEED
989,car,38,OK
989,car,29,OK
989,car,24,OK
989,car,22,OK
989,car,46,OK
989,car,15,OK
989,car,17,OK
989,car,48,OK
989,bus,20,OK
989,car,16,OK
989,car,16,OK
990,car,38,OK
990,car,28,OK
990,car,28,OK
990,car,75,OVER-SPEED
990,car,46,OK
990,car,39,OK
990,car,23,OK
990,car,47,OK
990,car,18,OK
990,car,17,OK
990,car,22,OK
990,bus,21,OK
990,car,17,OK
990,car,16,OK
991,car,38,OK
991,car,28,OK
991,car,27,OK
991,car,75,OVER-SPEED
991,car,46,OK
991,car,39,OK
991,car,23,OK
991,car,47,OK
991,car,18,OK
991,car,17,OK
991,car,22,OK
991,bus,21,OK
991,car,17,OK
991,car,16,OK
992,car,41,OK
992,car,42,OK
992,car,27,OK
992,car,79,OVER-SPEED
992,car,43,OK
992,car,28,OK
992,car,25,OK
992,car,17,OK
992,car,19,OK
992,car,47,OK
992,car,22,OK
992,car,36,OK
992,bus,21,OK
992,car,17,OK
993,car,27,OK
993,car,41,OK
993,car,84,OVER-SPEED
993,car,46,OK
993,car,26,OK
993,car,24,OK
993,car,42,OK
993,car,44,OK
993,car,22,OK
993,car,17,OK
993,car,18,OK
993,car,18,OK
993,bus,20,OK
994,car,27,OK
994,car,87,OVER-SPEED
994,car,43,OK
994,car,42,OK
994,car,43,OK
994,car,25,OK
994,car,26,OK
994,car,22,OK
994,car,45,OK
994,car,16,OK
994,car,16,OK
994,car,17,OK
994,bus,20,OK
995,car,84,OVER-SPEED
995,car,42,OK
995,car,28,OK
995,car,25,OK
995,car,42,OK
995,car,43,OK
995,car,24,OK
995,car,23,OK
995,car,45,OK
995,car,18,OK
995,car,17,OK
995,car,17,OK
995,bus,20,OK
996,car,80,OVER-SPEED
996,car,45,OK
996,car,27,OK
996,car,25,OK
996,car,45,OK
996,car,43,OK
996,car,17,OK
996,car,44,OK
996,car,17,OK
996,car,24,OK
996,car,17,OK
996,car,22,OK
996,car,35,OK
996,bus,20,OK
997,car,80,OVER-SPEED
997,car,45,OK
997,car,27,OK
997,car,26,OK
997,car,45,OK
997,car,43,OK
997,car,17,OK
997,car,16,OK
997,car,44,OK
997,car,24,OK
997,car,22,OK
997,car,17,OK
997,car,35,OK
997,bus,20,OK
997,car,29,OK
998,car,47,OK
998,car,80,OVER-SPEED
998,car,27,OK
998,car,40,OK
998,car,27,OK
998,car,44,OK
998,car,46,OK
998,car,17,OK
998,car,25,OK
998,car,23,OK
998,car,18,OK
998,bus,21,OK
998,car,18,OK
999,car,40,OK
999,car,26,OK
999,car,77,OVER-SPEED
999,car,49,OK
999,car,49,OK
999,car,27,OK
999,car,19,OK
999,car,23,OK
999,car,43,OK
999,car,17,OK
999,car,25,OK
999,bus,21,OK
999,car,18,OK
1000,car,76,OVER-SPEED
1000,car,26,OK
1000,car,39,OK
1000,car,29,OK
1000,car,51,OK
1000,car,51,OK
1000,car,23,OK
1000,car,18,OK
1000,car,41,OK
1000,car,19,OK
1000,car,24,OK
1000,bus,21,OK
1000,car,18,OK
1000,car,38,OK
1001,car,26,OK
1001,car,39,OK
1001,car,74,OVER-SPEED
1001,car,31,OK
1001,car,53,OK
1001,car,57,OK
1001,car,23,OK
1001,car,42,OK
1001,car,18,OK
1001,car,16,OK
1001,car,25,OK
1001,bus,21,OK
1001,car,18,OK
1001,car,33,OK
1002,car,70,OVER-SPEED
1002,car,38,OK
1002,car,26,OK
1002,car,54,OK
1002,car,29,OK
1002,car,57,OK
1002,car,17,OK
1002,car,22,OK
1002,car,41,OK
1002,car,21,OK
1002,car,29,OK
1002,bus,21,OK
1002,car,19,OK
1002,car,34,OK
1003,car,70,OVER-SPEED
1003,car,38,OK
1003,car,26,OK
1003,car,54,OK
1003,car,29,OK
1003,car,57,OK
1003,car,17,OK
1003,car,22,OK
1003,car,41,OK
1003,car,21,OK
1003,car,29,OK
1003,bus,21,OK
1003,car,19,OK
1003,car,34,OK
1004,car,26,OK
1004,car,69,OVER-SPEED
1004,car,59,OK
1004,car,30,OK
1004,car,38,OK
1004,car,41,OK
1004,car,17,OK
1004,car,21,OK
1004,car,57,OK
1004,car,26,OK
1004,car,32,OK
1004,car,22,OK
1004,bus,21,OK
1004,car,13,OK
1004,car,19,OK
1005,car,25,OK
1005,car,39,OK
1005,car,66,OVER-SPEED
1005,car,36,OK
1005,car,34,OK
1005,car,62,OVER-SPEED
1005,car,22,OK
1005,car,17,OK
1005,car,60,OK
1005,car,24,OK
1005,car,19,OK
1005,car,18,OK
1005,bus,21,OK
1005,car,19,OK
1006,car,64,OVER-SPEED
1006,car,34,OK
1006,car,65,OVER-SPEED
1006,car,25,OK
1006,car,36,OK
1006,car,24,OK
1006,car,21,OK
1006,car,35,OK
1006,car,17,OK
1006,truck,62,OVER-SPEED
1006,car,19,OK
1006,car,62,OVER-SPEED
1006,car,40,OK
1006,car,27,OK
1006,car,17,OK
1006,car,12,OK
1007,car,36,OK
1007,car,63,OVER-SPEED
1007,car,34,OK
1007,car,71,OVER-SPEED
1007,car,26,OK
1007,car,23,OK
1007,car,21,OK
1007,car,34,OK
1007,car,18,OK
1007,car,67,OVER-SPEED
1007,car,22,OK
1007,car,38,OK
1007,bus,21,OK
1008,car,35,OK
1008,car,62,OVER-SPEED
1008,car,38,OK
1008,car,75,OVER-SPEED
1008,car,25,OK
1008,car,68,OVER-SPEED
1008,car,23,OK
1008,car,22,OK
1008,car,18,OK
1008,car,23,OK
1008,car,38,OK
1008,car,12,OK
1008,car,17,OK
1009,car,35,OK
1009,car,62,OVER-SPEED
1009,car,37,OK
1009,car,75,OVER-SPEED
1009,car,25,OK
1009,car,68,OVER-SPEED
1009,car,23,OK
1009,car,22,OK
1009,car,18,OK
1009,car,23,OK
1009,car,38,OK
1009,car,12,OK
1009,car,17,OK
1010,car,34,OK
1010,car,37,OK
1010,car,61,OVER-SPEED
1010,car,80,OVER-SPEED
1010,car,24,OK
1010,truck,73,OVER-SPEED
1010,car,23,OK
1010,car,20,OK
1010,car,23,OK
1010,car,23,OK
1010,car,40,OK
1010,car,73,OVER-SPEED
1010,car,12,OK
1010,car,17,OK
1011,car,34,OK
1011,car,25,OK
1011,car,36,OK
1011,car,58,OK
1011,car,20,OK
1011,car,25,OK
1011,car,37,OK
1011,car,77,OVER-SPEED
1011,car,23,OK
1011,truck,77,OVER-SPEED
1011,car,22,OK
1011,car,92,OVER-SPEED
1011,car,17,OK
1011,car,10,OK
1012,car,26,OK
1012,car,35,OK
1012,car,19,OK
1012,car,35,OK
1012,car,99,OVER-SPEED
1012,car,59,OK
1012,car,25,OK
1012,car,82,OVER-SPEED
1012,car,44,OK
1012,car,21,OK
1012,car,23,OK
1013,car,20,OK
1013,car,26,OK
1013,car,33,OK
1013,car,82,OVER-SPEED
1013,car,36,OK
1013,car,91,OVER-SPEED
1013,car,23,OK
1013,car,58,OK
1013,car,49,OK
1013,car,22,OK
1013,car,22,OK
1014,car,20,OK
1014,car,56,OK
1014,car,26,OK
1014,car,72,OVER-SPEED
1014,car,33,OK
1014,car,88,OVER-SPEED
1014,car,33,OK
1014,car,21,OK
1014,car,26,OK
1014,car,52,OK
1014,car,22,OK
1015,car,20,OK
1015,car,56,OK
1015,car,26,OK
1015,car,72,OVER-SPEED
1015,car,33,OK
1015,car,88,OVER-SPEED
1015,car,33,OK
1015,car,21,OK
1015,car,26,OK
1015,car,52,OK
1015,car,22,OK
1016,car,24,OK
1016,car,20,OK
1016,car,55,OK
1016,car,62,OVER-SPEED
1016,car,32,OK
1016,car,36,OK
1016,car,28,OK
1016,car,81,OVER-SPEED
1016,car,19,OK
1016,car,54,OK
1016,car,22,OK
1016,car,60,OK
1017,car,54,OK
1017,car,25,OK
1017,car,21,OK
1017,car,37,OK
1017,car,31,OK
1017,car,28,OK
1017,car,82,OVER-SPEED
1017,car,51,OK
1017,car,58,OK
1017,car,77,OVER-SPEED
1017,car,17,OK
1017,truck,57,OK
1017,car,23,OK
1017,car,15,OK
1017,car,20,OK
1018,car,34,OK
1018,car,54,OK
1018,car,39,OK
1018,car,31,OK
1018,car,24,OK
1018,car,27,OK
1018,car,21,OK
1018,car,86,OVER-SPEED
1018,car,62,OVER-SPEED
1018,car,24,OK
1018,car,17,OK
1018,car,15,OK
1018,car,19,OK
1018,car,13,OK
1019,car,31,OK
1019,car,34,OK
1019,car,21,OK
1019,car,24,OK
1019,car,26,OK
1019,car,29,OK
1019,car,52,OK
1019,car,93,OVER-SPEED
1019,car,20,OK
1019,car,22,OK
1019,car,16,OK
1019,car,14,OK
1019,bus,66,OVER-SPEED
1020,car,33,OK
1020,car,34,OK
1020,car,23,OK
1020,car,26,OK
1020,car,29,OK
1020,car,96,OVER-SPEED
1020,car,51,OK
1020,car,20,OK
1020,car,65,OVER-SPEED
1020,car,22,OK
1020,car,16,OK
1020,car,36,OK
1020,car,15,OK
1021,car,33,OK
1021,car,34,OK
1021,car,23,OK
1021,car,25,OK
1021,car,96,OVER-SPEED
1021,car,29,OK
1021,car,51,OK
1021,car,20,OK
1021,car,66,OVER-SPEED
1021,car,22,OK
1021,car,16,OK
1021,car,36,OK
1021,car,15,OK
1022,car,33,OK
1022,car,32,OK
1022,car,30,OK
1022,car,100,OVER-SPEED
1022,car,23,OK
1022,car,61,OVER-SPEED
1022,car,22,OK
1022,car,51,OK
1022,car,20,OK
1022,car,21,OK
1022,car,17,OK
1022,car,36,OK
1022,car,14,OK
1022,bus,19,OK
1023,car,33,OK
1023,car,30,OK
1023,car,24,OK
1023,car,103,OVER-SPEED
1023,car,32,OK
1023,car,24,OK
1023,car,49,OK
1023,car,20,OK
1023,car,22,OK
1023,car,15,OK
1023,car,17,OK
1023,car,53,OK
1023,car,15,OK
1024,car,33,OK
1024,car,30,OK
1024,car,25,OK
1024,car,31,OK
1024,car,47,OK
1024,car,24,OK
1024,car,106,OVER-SPEED
1024,car,22,OK
1024,car,20,OK
1024,car,14,OK
1024,car,14,OK
1024,car,17,OK
1025,car,24,OK
1025,car,32,OK
1025,car,29,OK
1025,car,32,OK
1025,car,25,OK
1025,car,108,OVER-SPEED
1025,car,47,OK
1025,car,21,OK
1025,car,19,OK
1025,car,73,OVER-SPEED
1025,car,14,OK
1025,car,16,OK
1025,car,17,OK
1025,car,72,OVER-SPEED
1026,car,23,OK
1026,car,29,OK
1026,car,104,OVER-SPEED
1026,car,31,OK
1026,car,35,OK
1026,car,24,OK
1026,car,44,OK
1026,car,15,OK
1026,car,77,OVER-SPEED
1026,car,21,OK
1026,car,17,OK
1026,car,13,OK
1026,car,77,OVER-SPEED
1026,car,15,OK
1026,car,21,OK
1026,bus,20,OK
1026,car,20,OK
1027,car,29,OK
1027,car,23,OK
1027,car,104,OVER-SPEED
1027,car,31,OK
1027,car,35,OK
1027,car,24,OK
1027,car,44,OK
1027,car,15,OK
1027,car,77,OVER-SPEED
1027,car,21,OK
1027,car,17,OK
1027,car,13,OK
1027,car,77,OVER-SPEED
1027,car,15,OK
1027,car,21,OK
1027,bus,20,OK
1027,car,19,OK
1028,car,102,OVER-SPEED
1028,car,32,OK
1028,car,36,OK
1028,car,28,OK
1028,car,22,OK
1028,car,26,OK
1028,car,32,OK
1028,car,20,OK
1028,car,15,OK
1028,car,13,OK
1028,car,79,OVER-SPEED
1028,car,16,OK
1028,car,41,OK
1028,car,19,OK
1028,car,14,OK
1028,car,24,OK
1028,bus,20,OK
1029,car,100,OVER-SPEED
1029,car,31,OK
