frame,vehicle_type,estimated_speed,status
403,car,33,OK
403,car,89,OVER-SPEED
403,car,27,OK
403,car,49,OK
403,car,86,OVER-SPEED
403,car,18,OK
403,car,46,OK
403,car,14,OK
403,car,15,OK
403,car,16,OK
403,car,16,OK
403,car,48,OK
403,car,18,OK
404,car,26,OK
404,car,34,OK
404,car,50,OK
404,car,28,OK
404,car,46,OK
404,car,81,OVER-SPEED
404,car,19,OK
404,car,86,OVER-SPEED
404,car,14,OK
404,car,15,OK
404,car,16,OK
404,bus,49,OK
404,bus,86,OVER-SPEED
404,car,15,OK
404,car,15,OK
405,car,27,OK
405,car,36,OK
405,car,45,OK
405,car,47,OK
405,car,70,OVER-SPEED
405,car,31,OK
405,car,20,OK
405,car,15,OK
405,car,77,OVER-SPEED
405,car,15,OK
405,car,16,OK
405,truck,88,OVER-SPEED
405,truck,54,OK
405,car,16,OK
405,car,15,OK
406,car,36,OK
406,car,26,OK
406,car,44,OK
406,car,44,OK
406,car,20,OK
406,car,28,OK
406,car,16,OK
406,car,14,OK
406,bus,78,OVER-SPEED
406,car,16,OK
406,car,65,OVER-SPEED
406,car,69,OVER-SPEED
406,truck,79,OVER-SPEED
406,truck,53,OK
406,car,16,OK
407,car,38,OK
407,car,26,OK
407,car,47,OK
407,car,45,OK
407,car,30,OK
407,car,21,OK
407,car,17,OK
407,car,15,OK
407,bus,59,OK
407,car,18,OK
407,truck,77,OVER-SPEED
407,bus,60,OVER-SPEED
407,car,17,OK
407,truck,60,OVER-SPEED
408,car,32,OK
408,car,43,OK
408,car,26,OK
408,car,39,OK
408,car,44,OK
408,car,20,OK
408,car,17,OK
408,car,14,OK
408,car,49,OK
408,car,19,OK
408,truck,60,OVER-SPEED
408,truck,78,OVER-SPEED
408,truck,50,OK
408,car,16,OK
409,car,32,OK
409,car,44,OK
409,car,26,OK
409,car,39,OK
409,car,44,OK
409,car,21,OK
409,car,17,OK
409,car,14,OK
409,car,19,OK
409,car,49,OK
409,truck,61,OVER-SPEED
409,truck,77,OVER-SPEED
409,truck,50,OK
409,car,16,OK
410,car,42,OK
410,car,33,OK
410,car,43,OK
410,car,25,OK
410,car,41,OK
410,car,19,OK
410,car,14,OK
410,car,17,OK
410,car,19,OK
410,car,37,OK
410,bus,75,OVER-SPEED
410,car,14,OK
410,truck,65,OVER-SPEED
411,car,41,OK
411,car,43,OK
411,car,42,OK
411,car,25,OK
411,car,34,OK
411,car,26,OK
411,car,16,OK
411,car,19,OK
411,car,14,OK
411,car,83,OVER-SPEED
411,car,19,OK
411,bus,73,OVER-SPEED
411,car,16,OK
411,car,9,OK
411,truck,73,OVER-SPEED
412,car,41,OK
412,car,43,OK
412,car,41,OK
412,car,26,OK
412,car,36,OK
412,car,90,OVER-SPEED
412,car,15,OK
412,car,20,OK
412,car,19,OK
412,car,17,OK
412,truck,74,OVER-SPEED
412,bus,72,OVER-SPEED
412,car,15,OK
412,car,9,OK
413,car,45,OK
413,car,40,OK
413,car,26,OK
413,car,40,OK
413,car,36,OK
413,car,19,OK
413,car,95,OVER-SPEED
413,car,19,OK
413,car,14,OK
413,car,20,OK
413,truck,78,OVER-SPEED
413,bus,77,OVER-SPEED
413,car,15,OK
414,car,38,OK
414,car,26,OK
414,car,37,OK
414,car,47,OK
414,car,38,OK
414,car,100,OVER-SPEED
414,car,20,OK
414,car,19,OK
414,car,15,OK
414,bus,73,OVER-SPEED
414,car,19,OK
414,car,15,OK
414,truck,73,OVER-SPEED
415,car,38,OK
415,car,26,OK
415,car,37,OK
415,car,47,OK
415,car,38,OK
415,car,99,OVER-SPEED
415,car,20,OK
415,car,19,OK
415,car,15,OK
415,bus,73,OVER-SPEED
415,car,19,OK
415,car,15,OK
415,truck,73,OVER-SPEED
416,car,39,OK
416,car,39,OK
416,car,26,OK
416,car,49,OK
416,car,94,OVER-SPEED
416,car,38,OK
416,car,19,OK
416,car,19,OK
416,car,19,OK
416,car,14,OK
416,truck,73,OVER-SPEED
416,car,14,OK
416,bus,72,OVER-SPEED
416,car,17,OK
417,car,37,OK
417,car,52,OK
417,car,38,OK
417,car,43,OK
417,car,24,OK
417,car,20,OK
417,car,94,OVER-SPEED
417,car,20,OK
417,bus,69,OVER-SPEED
417,car,19,OK
417,car,14,OK
417,car,14,OK
418,car,38,OK
418,car,53,OK
418,car,38,OK
418,car,92,OVER-SPEED
418,car,20,OK
418,car,25,OK
418,car,42,OK
418,car,18,OK
418,truck,65,OVER-SPEED
418,car,13,OK
418,car,11,OK
418,car,19,OK
419,car,38,OK
419,car,89,OVER-SPEED
419,car,55,OK
419,car,37,OK
419,car,44,OK
419,car,25,OK
419,car,21,OK
419,car,17,OK
419,truck,64,OVER-SPEED
419,bus,64,OVER-SPEED
419,car,20,OK
419,car,14,OK
419,car,12,OK
420,car,35,OK
420,car,89,OVER-SPEED
420,car,47,OK
420,car,22,OK
420,car,36,OK
420,car,59,OK
420,car,25,OK
420,truck,63,OVER-SPEED
420,car,17,OK
420,car,21,OK
420,car,12,OK
420,car,15,OK
420,car,23,OK
421,car,35,OK
421,car,89,OVER-SPEED
421,car,47,OK
421,car,22,OK
421,car,36,OK
421,car,59,OK
421,car,25,OK
421,truck,63,OVER-SPEED
421,car,17,OK
421,car,21,OK
421,car,12,OK
421,car,15,OK
421,car,24,OK
421,car,14,OK
422,car,88,OVER-SPEED
422,car,49,OK
422,car,59,OK
422,car,22,OK
422,car,36,OK
422,car,36,OK
422,car,24,OK
422,truck,62,OVER-SPEED
422,car,16,OK
422,car,12,OK
422,car,20,OK
422,car,14,OK
423,car,84,OVER-SPEED
423,car,21,OK
423,car,35,OK
423,car,64,OVER-SPEED
423,car,25,OK
423,car,34,OK
423,car,52,OK
423,bus,61,OVER-SPEED
423,car,16,OK
423,car,14,OK
423,car,21,OK
423,truck,62,OVER-SPEED
424,car,82,OVER-SPEED
424,car,26,OK
424,car,22,OK
424,car,34,OK
424,car,33,OK
424,car,66,OVER-SPEED
424,car,54,OK
424,car,16,OK
424,car,13,OK
424,car,22,OK
424,bus,59,OK
424,truck,59,OK
425,car,81,OVER-SPEED
425,car,34,OK
425,car,32,OK
425,car,70,OVER-SPEED
425,car,61,OVER-SPEED
425,car,25,OK
425,car,24,OK
425,car,17,OK
425,truck,59,OK
425,car,13,OK
425,car,21,OK
426,car,33,OK
426,car,73,OVER-SPEED
426,car,77,OVER-SPEED
426,car,33,OK
426,car,61,OVER-SPEED
426,car,25,OK
426,car,24,OK
426,car,18,OK
426,truck,59,OK
426,car,14,OK
426,car,21,OK
427,car,33,OK
427,car,73,OVER-SPEED
427,car,77,OVER-SPEED
427,car,33,OK
427,car,61,OVER-SPEED
427,car,25,OK
427,car,24,OK
427,car,18,OK
427,truck,59,OK
427,car,14,OK
427,car,21,OK
428,car,74,OVER-SPEED
428,car,67,OVER-SPEED
428,car,78,OVER-SPEED
428,car,33,OK
428,car,32,OK
428,car,25,OK
428,car,21,OK
428,car,21,OK
428,car,13,OK
428,bus,57,OK
428,car,18,OK
428,car,23,OK
429,car,71,OVER-SPEED
429,car,73,OVER-SPEED
429,car,33,OK
429,car,23,OK
429,car,25,OK
429,car,31,OK
429,car,82,OVER-SPEED
429,car,61,OVER-SPEED
429,bus,57,OK
429,car,22,OK
429,car,17,OK
429,car,14,OK
430,car,84,OVER-SPEED
430,car,71,OVER-SPEED
430,car,75,OVER-SPEED
430,car,32,OK
430,car,25,OK
430,car,66,OVER-SPEED
430,car,29,OK
430,car,25,OK
430,car,22,OK
430,bus,55,OK
430,car,14,OK
430,car,17,OK
430,truck,55,OK
430,car,23,OK
431,car,81,OVER-SPEED
431,car,24,OK
431,car,75,OVER-SPEED
431,car,69,OVER-SPEED
431,car,67,OVER-SPEED
431,car,32,OK
431,car,29,OK
431,car,24,OK
431,car,23,OK
431,truck,55,OK
431,car,14,OK
431,car,16,OK
431,car,21,OK
432,car,88,OVER-SPEED
432,car,67,OVER-SPEED
432,car,67,OVER-SPEED
432,car,31,OK
432,car,24,OK
432,car,66,OVER-SPEED
432,car,28,OK
432,car,23,OK
432,car,15,OK
432,truck,54,OK
432,car,14,OK
432,car,25,OK
432,car,21,OK
433,car,88,OVER-SPEED
433,car,67,OVER-SPEED
433,car,67,OVER-SPEED
433,car,24,OK
433,car,31,OK
433,car,66,OVER-SPEED
433,car,28,OK
433,car,23,OK
433,car,15,OK
433,truck,54,OK
433,car,14,OK
433,car,25,OK
433,car,21,OK
434,car,72,OVER-SPEED
434,car,31,OK
434,car,63,OVER-SPEED
434,car,101,OVER-SPEED
434,car,54,OK
434,car,28,OK
434,car,23,OK
434,car,25,OK
434,car,16,OK
434,truck,53,OK
434,car,15,OK
434,car,26,OK
435,car,43,OK
435,car,69,OVER-SPEED
435,car,64,OVER-SPEED
435,car,31,OK
435,car,98,OVER-SPEED
435,car,27,OK
435,truck,54,OK
435,car,25,OK
435,car,24,OK
435,car,17,OK
435,car,16,OK
435,car,11,OK
435,bus,26,OK
435,car,26,OK
436,car,29,OK
436,car,72,OVER-SPEED
436,car,30,OK
436,car,62,OVER-SPEED
436,car,26,OK
436,car,23,OK
436,car,87,OVER-SPEED
436,car,30,OK
436,car,15,OK
436,car,16,OK
436,truck,52,OK
436,car,14,OK
436,car,27,OK
436,car,14,OK
437,car,28,OK
437,car,61,OVER-SPEED
437,car,74,OVER-SPEED
437,car,30,OK
437,car,27,OK
437,car,23,OK
437,car,19,OK
437,truck,51,OK
437,car,16,OK
437,car,15,OK
437,car,27,OK
437,car,81,OVER-SPEED
437,car,14,OK
438,car,28,OK
438,car,73,OVER-SPEED
438,car,59,OK
438,car,29,OK
438,car,28,OK
438,car,23,OK
438,car,24,OK
438,car,16,OK
438,car,27,OK
438,car,16,OK
438,truck,51,OK
438,car,19,OK
439,car,28,OK
439,car,73,OVER-SPEED
439,car,59,OK
439,car,29,OK
439,car,28,OK
439,car,23,OK
439,car,24,OK
439,car,16,OK
439,car,27,OK
439,car,16,OK
439,truck,51,OK
439,car,19,OK
439,car,13,OK
440,car,28,OK
440,car,72,OVER-SPEED
440,car,29,OK
440,car,28,OK
440,car,22,OK
440,car,58,OK
440,car,15,OK
440,truck,52,OK
440,car,16,OK
440,car,30,OK
440,car,28,OK
440,bus,29,OK
440,car,20,OK
440,car,13,OK
441,car,69,OVER-SPEED
441,car,28,OK
441,car,56,OK
441,car,28,OK
441,car,22,OK
441,car,31,OK
441,car,14,OK
441,car,30,OK
441,truck,34,OK
441,truck,53,OK
441,car,18,OK
441,car,15,OK
441,bus,54,OK
441,car,13,OK
441,car,15,OK
442,car,67,OVER-SPEED
442,car,54,OK
442,car,21,OK
442,car,32,OK
442,car,28,OK
442,car,28,OK
442,truck,39,OK
442,car,30,OK
442,car,15,OK
442,car,15,OK
442,bus,49,OK
442,truck,49,OK
442,car,16,OK
442,car,17,OK
442,car,13,OK
443,car,66,OVER-SPEED
443,car,55,OK
443,car,21,OK
443,car,33,OK
443,car,27,OK
443,car,27,OK
443,truck,42,OK
443,car,31,OK
443,car,17,OK
443,car,16,OK
443,bus,51,OK
443,car,17,OK
443,car,17,OK
443,truck,51,OK
443,car,14,OK
444,car,64,OVER-SPEED
444,car,54,OK
444,car,22,OK
444,car,32,OK
444,car,27,OK
444,car,26,OK
444,car,31,OK
444,car,16,OK
444,car,16,OK
444,truck,47,OK
444,bus,51,OK
444,car,47,OK
444,car,15,OK
444,car,14,OK
444,truck,51,OK
445,car,64,OVER-SPEED
445,car,54,OK
445,car,22,OK
445,car,32,OK
445,car,27,OK
445,car,26,OK
445,car,31,OK
445,car,16,OK
445,car,16,OK
445,truck,47,OK
445,bus,51,OK
445,car,47,OK
445,car,15,OK
445,car,14,OK
445,truck,51,OK
446,car,33,OK
446,car,62,OVER-SPEED
446,car,22,OK
446,car,53,OK
446,car,27,OK
446,car,26,OK
446,car,16,OK
446,car,16,OK
446,car,31,OK
446,truck,50,OK
446,bus,48,OK
446,car,14,OK
446,car,13,OK
447,car,62,OVER-SPEED
447,truck,55,OK
447,car,34,OK
447,car,50,OK
447,car,27,OK
447,car,25,OK
447,car,20,OK
447,car,33,OK
447,car,16,OK
447,car,15,OK
447,bus,47,OK
447,car,13,OK
447,car,13,OK
447,truck,47,OK
448,car,59,OK
448,car,22,OK
448,car,50,OK
448,car,38,OK
448,car,26,OK
448,car,34,OK
448,truck,60,OK
448,car,21,OK
448,car,18,OK
448,truck,46,OK
448,car,13,OK
448,car,15,OK
448,car,14,OK
448,bus,47,OK
449,car,57,OK
449,car,38,OK
449,car,27,OK
449,car,23,OK
449,truck,63,OVER-SPEED
449,car,34,OK
449,car,47,OK
449,car,21,OK
449,car,18,OK
449,car,14,OK
449,bus,46,OK
449,car,17,OK
449,truck,46,OK
449,car,14,OK
450,car,56,OK
450,car,48,OK
450,truck,65,OVER-SPEED
450,car,23,OK
450,car,27,OK
450,car,38,OK
450,car,36,OK
450,car,20,OK
450,car,19,OK
450,truck,44,OK
450,car,13,OK
450,car,18,OK
451,car,56,OK
451,car,48,OK
451,truck,65,OVER-SPEED
451,car,23,OK
451,car,27,OK
451,car,38,OK
451,car,36,OK
451,car,20,OK
451,car,19,OK
451,truck,44,OK
451,car,13,OK
451,car,18,OK
452,car,54,OK
452,car,23,OK
452,car,40,OK
452,car,27,OK
452,car,46,OK
452,car,20,OK
452,truck,68,OVER-SPEED
452,car,39,OK
452,car,19,OK
452,car,18,OK
452,truck,38,OK
452,car,14,OK
452,bus,46,OK
452,truck,44,OK
452,car,22,OK
453,car,54,OK
453,car,45,OK
453,car,41,OK
453,car,26,OK
453,car,19,OK
453,car,23,OK
453,truck,73,OVER-SPEED
453,car,20,OK
453,car,14,OK
453,car,17,OK
453,car,40,OK
453,bus,40,OK
453,truck,45,OK
453,car,12,OK
454,car,43,OK
454,car,51,OK
454,car,44,OK
454,car,25,OK
454,car,23,OK
454,car,19,OK
454,truck,77,OVER-SPEED
454,car,19,OK
454,car,14,OK
454,car,17,OK
454,car,40,OK
454,truck,45,OK
454,car,12,OK
455,car,50,OK
455,car,44,OK
455,car,45,OK
455,car,25,OK
455,car,26,OK
455,car,19,OK
455,bus,41,OK
455,car,15,OK
455,car,19,OK
455,truck,80,OVER-SPEED
455,car,16,OK
455,car,12,OK
455,bus,43,OK
455,truck,43,OK
456,car,48,OK
456,car,47,OK
456,car,26,OK
456,car,24,OK
456,car,42,OK
456,car,19,OK
456,bus,41,OK
456,bus,83,OVER-SPEED
456,car,19,OK
456,truck,83,OVER-SPEED
456,car,16,OK
456,car,14,OK
456,car,12,OK
456,car,19,OK
456,truck,41,OK
457,car,48,OK
457,car,47,OK
457,car,27,OK
457,car,24,OK
457,car,42,OK
457,car,19,OK
457,bus,41,OK
457,bus,83,OVER-SPEED
457,car,19,OK
457,truck,83,OVER-SPEED
457,car,16,OK
457,car,14,OK
457,car,12,OK
457,car,19,OK
458,car,49,OK
458,car,47,OK
458,car,42,OK
458,car,23,OK
458,car,26,OK
458,bus,85,OVER-SPEED
458,car,20,OK
458,car,16,OK
458,car,14,OK
458,car,12,OK
458,car,43,OK
458,bus,42,OK
458,car,32,OK
458,car,18,OK
458,truck,84,OVER-SPEED
458,truck,47,OK
459,car,49,OK
459,car,42,OK
459,car,48,OK
459,car,24,OK
459,car,20,OK
459,car,15,OK
459,car,24,OK
459,car,12,OK
459,bus,44,OK
459,truck,85,OVER-SPEED
459,car,13,OK
459,bus,84,OVER-SPEED
459,car,32,OK
459,car,18,OK
459,car,44,OK
460,car,41,OK
460,car,22,OK
460,car,52,OK
460,car,46,OK
460,car,20,OK
460,car,47,OK
460,car,25,OK
460,car,15,OK
460,truck,81,OVER-SPEED
460,car,13,OK
460,car,12,OK
460,bus,81,OVER-SPEED
460,truck,45,OK
460,bus,45,OK
460,car,17,OK
461,car,22,OK
461,car,45,OK
461,car,40,OK
461,car,54,OK
461,car,25,OK
461,car,49,OK
461,car,21,OK
461,car,16,OK
461,truck,79,OVER-SPEED
461,car,13,OK
461,car,13,OK
462,car,45,OK
462,car,22,OK
462,car,36,OK
462,car,25,OK
462,car,57,OK
462,truck,77,OVER-SPEED
462,car,22,OK
462,car,15,OK
462,car,53,OK
462,car,13,OK
462,car,12,OK
462,bus,44,OK
463,car,45,OK
463,car,22,OK
463,car,36,OK
463,car,25,OK
463,car,57,OK
463,truck,77,OVER-SPEED
463,car,22,OK
463,car,15,OK
463,car,53,OK
463,car,13,OK
463,car,12,OK
463,bus,44,OK
464,car,23,OK
464,car,45,OK
464,car,40,OK
464,car,25,OK
464,car,21,OK
464,car,60,OK
464,truck,76,OVER-SPEED
464,car,16,OK
464,car,13,OK
464,car,54,OK
464,truck,54,OK
464,bus,40,OK
464,car,13,OK
464,car,15,OK
464,truck,40,OK
465,car,24,OK
465,car,39,OK
465,car,43,OK
465,car,64,OVER-SPEED
465,car,23,OK
465,truck,76,OVER-SPEED
465,car,21,OK
465,car,54,OK
465,car,16,OK
465,car,13,OK
465,bus,39,OK
465,car,14,OK
465,car,13,OK
465,truck,54,OK
465,truck,38,OK
466,car,41,OK
466,car,34,OK
466,car,24,OK
466,car,67,OVER-SPEED
466,car,24,OK
466,truck,73,OVER-SPEED
466,car,24,OK
466,car,16,OK
466,car,56,OK
466,car,14,OK
466,car,13,OK
466,truck,56,OK
466,bus,40,OK
467,car,42,OK
467,car,37,OK
467,car,23,OK
467,car,70,OVER-SPEED
467,car,24,OK
467,car,24,OK
467,car,16,OK
467,truck,72,OVER-SPEED
467,car,13,OK
467,car,13,OK
467,bus,44,OK
467,truck,42,OK
467,car,59,OK
467,bus,59,OK
468,car,41,OK
468,car,23,OK
468,car,23,OK
468,car,74,OVER-SPEED
468,car,35,OK
468,car,22,OK
468,car,15,OK
468,truck,62,OVER-SPEED
468,truck,71,OVER-SPEED
468,bus,42,OK
468,car,13,OK
468,car,11,OK
468,truck,41,OK
468,car,17,OK
469,car,41,OK
469,car,23,OK
469,car,23,OK
469,car,75,OVER-SPEED
469,car,35,OK
469,car,22,OK
469,car,15,OK
469,truck,62,OVER-SPEED
469,truck,71,OVER-SPEED
469,bus,42,OK
469,car,13,OK
469,truck,41,OK
469,car,17,OK
470,car,39,OK
470,car,23,OK
470,car,81,OVER-SPEED
470,car,24,OK
470,car,36,OK
470,car,21,OK
470,truck,68,OVER-SPEED
470,car,15,OK
470,car,64,OVER-SPEED
470,bus,42,OK
470,car,17,OK
470,car,11,OK
470,truck,64,OVER-SPEED
471,car,39,OK
471,car,73,OVER-SPEED
471,car,23,OK
471,car,35,OK
471,car,25,OK
471,car,20,OK
471,car,68,OVER-SPEED
471,truck,66,OVER-SPEED
471,car,17,OK
471,car,17,OK
471,car,10,OK
471,bus,39,OK
472,car,37,OK
472,car,63,OVER-SPEED
472,car,33,OK
472,car,22,OK
472,truck,67,OVER-SPEED
472,car,27,OK
472,car,20,OK
472,car,78,OVER-SPEED
472,car,17,OK
472,car,16,OK
472,truck,80,OVER-SPEED
472,car,10,OK
472,truck,40,OK
472,bus,41,OK
473,car,37,OK
473,car,33,OK
473,car,51,OK
473,car,22,OK
473,truck,65,OVER-SPEED
473,car,19,OK
473,car,28,OK
473,car,78,OVER-SPEED
473,car,10,OK
473,car,18,OK
473,bus,37,OK
473,car,15,OK
474,car,35,OK
474,car,23,OK
474,car,30,OK
474,car,40,OK
474,car,28,OK
474,car,19,OK
474,truck,64,OVER-SPEED
474,car,19,OK
474,car,11,OK
474,bus,35,OK
474,truck,82,OVER-SPEED
475,car,35,OK
475,car,23,OK
475,car,30,OK
475,car,40,OK
475,car,28,OK
475,car,19,OK
475,truck,64,OVER-SPEED
475,car,19,OK
475,car,11,OK
475,bus,35,OK
475,truck,82,OVER-SPEED
476,car,35,OK
476,car,32,OK
476,car,22,OK
476,car,26,OK
476,car,27,OK
476,car,20,OK
476,truck,62,OVER-SPEED
476,car,11,OK
476,car,18,OK
476,bus,41,OK
476,truck,87,OVER-SPEED
477,car,34,OK
477,car,29,OK
477,car,29,OK
477,car,21,OK
477,car,20,OK
477,car,93,OVER-SPEED
477,truck,62,OVER-SPEED
477,car,17,OK
477,car,11,OK
477,bus,41,OK
478,car,28,OK
478,car,35,OK
478,car,21,OK
478,car,31,OK
478,car,20,OK
478,bus,100,OVER-SPEED
478,car,19,OK
478,car,12,OK
478,truck,59,OK
478,car,17,OK
478,truck,100,OVER-SPEED
478,bus,59,OK
478,bus,39,OK
479,car,34,OK
479,car,26,OK
479,car,31,OK
479,car,20,OK
479,car,21,OK
479,car,20,OK
479,bus,106,OVER-SPEED
479,car,12,OK
479,truck,54,OK
479,truck,37,OK
479,bus,38,OK
480,car,32,OK
480,car,33,OK
480,car,20,OK
480,car,20,OK
480,car,31,OK
480,car,20,OK
480,truck,59,OK
480,car,66,OVER-SPEED
480,car,66,OVER-SPEED
480,bus,59,OK
480,car,12,OK
480,truck,38,OK
481,car,33,OK
481,car,30,OK
481,car,20,OK
481,car,31,OK
481,car,20,OK
481,car,20,OK
481,truck,59,OK
481,car,66,OVER-SPEED
481,car,66,OVER-SPEED
481,car,12,OK
481,bus,59,OK
481,truck,38,OK
482,car,31,OK
482,car,34,OK
482,car,30,OK
482,car,20,OK
482,car,21,OK
482,car,20,OK
482,car,76,OVER-SPEED
482,truck,57,OK
482,bus,127,OVER-SPEED
482,car,12,OK
483,car,31,OK
483,car,34,OK
483,car,29,OK
483,car,20,OK
483,car,22,OK
483,car,20,OK
483,car,88,OVER-SPEED
483,truck,33,OK
483,bus,57,OK
483,truck,56,OK
483,car,11,OK
483,bus,33,OK
484,car,32,OK
484,car,28,OK
484,car,20,OK
484,car,36,OK
484,car,22,OK
484,car,20,OK
484,car,88,OVER-SPEED
484,bus,136,OVER-SPEED
484,truck,53,OK
484,car,12,OK
484,truck,35,OK
485,car,30,OK
485,car,28,OK
485,car,19,OK
485,car,23,OK
485,car,20,OK
485,car,92,OVER-SPEED
485,car,13,OK
485,car,37,OK
485,truck,51,OK
485,truck,34,OK
485,bus,139,OVER-SPEED
485,bus,35,OK
486,car,30,OK
486,car,25,OK
486,car,89,OVER-SPEED
486,car,20,OK
486,car,20,OK
486,car,14,OK
486,car,40,OK
486,car,20,OK
486,bus,33,OK
486,bus,48,OK
486,truck,33,OK
486,truck,51,OK
486,car,16,OK
487,car,30,OK
487,car,25,OK
487,car,89,OVER-SPEED
487,car,20,OK
487,car,20,OK
487,car,14,OK
487,car,40,OK
487,car,20,OK
487,bus,33,OK
487,bus,48,OK
487,truck,33,OK
487,truck,51,OK
487,car,16,OK
488,car,29,OK
488,car,24,OK
488,car,93,OVER-SPEED
488,bus,32,OK
488,car,21,OK
488,car,20,OK
488,car,14,OK
488,car,21,OK
488,car,40,OK
488,bus,51,OK
488,car,16,OK
488,truck,51,OK
488,bus,24,OK
489,car,30,OK
489,car,23,OK
489,car,97,OVER-SPEED
489,car,27,OK
489,car,19,OK
489,car,42,OK
489,car,14,OK
489,bus,33,OK
489,car,19,OK
489,bus,51,OK
489,car,17,OK
489,car,29,OK
489,truck,51,OK
489,truck,28,OK
490,car,30,OK
490,car,24,OK
490,car,100,OVER-SPEED
490,car,14,OK
490,car,19,OK
490,car,25,OK
490,car,48,OK
490,car,19,OK
490,bus,51,OK
490,truck,34,OK
490,bus,34,OK
490,car,12,OK
490,truck,50,OK
490,car,16,OK
490,car,11,OK
491,car,30,OK
491,car,25,OK
491,car,88,OVER-SPEED
491,car,14,OK
491,car,20,OK
491,car,25,OK
491,truck,38,OK
491,car,19,OK
491,bus,37,OK
491,truck,50,OK
491,car,52,OK
491,car,13,OK
491,car,18,OK
491,car,11,OK
491,bus,48,OK
492,car,29,OK
492,car,86,OVER-SPEED
492,car,14,OK
492,car,25,OK
492,car,26,OK
492,truck,44,OK
492,car,20,OK
492,bus,37,OK
492,car,18,OK
492,car,12,OK
492,bus,49,OK
492,truck,54,OK
492,car,53,OK
492,car,17,OK
492,car,12,OK
492,car,11,OK
492,car,17,OK
493,car,29,OK
493,car,86,OVER-SPEED
493,car,14,OK
493,car,25,OK
493,car,26,OK
493,truck,44,OK
493,car,20,OK
493,bus,37,OK
493,car,18,OK
493,car,12,OK
493,bus,49,OK
493,truck,54,OK
493,car,53,OK
493,car,17,OK
493,car,13,OK
493,car,11,OK
493,car,17,OK
493,truck,49,OK
494,car,28,OK
494,car,26,OK
494,car,87,OVER-SPEED
494,car,15,OK
494,truck,48,OK
494,car,25,OK
494,car,18,OK
494,car,19,OK
494,bus,35,OK
494,car,55,OK
494,car,13,OK
494,bus,48,OK
494,truck,55,OK
494,car,16,OK
494,car,17,OK
494,truck,48,OK
494,car,10,OK
495,car,28,OK
495,car,84,OVER-SPEED
495,car,27,OK
495,car,26,OK
495,truck,51,OK
495,car,19,OK
495,car,14,OK
495,car,17,OK
495,car,59,OK
495,truck,46,OK
495,car,17,OK
495,bus,40,OK
495,bus,45,OK
495,car,15,OK
495,car,11,OK
495,truck,42,OK
496,car,26,OK
496,car,27,OK
496,car,82,OVER-SPEED
496,car,24,OK
496,truck,56,OK
496,car,19,OK
496,car,17,OK
496,truck,46,OK
496,bus,41,OK
496,car,18,OK
496,truck,63,OVER-SPEED
496,car,17,OK
496,car,16,OK
496,bus,63,OVER-SPEED
496,car,62,OVER-SPEED
496,car,14,OK
497,car,27,OK
497,car,79,OVER-SPEED
497,truck,60,OK
497,car,27,OK
497,car,17,OK
497,car,19,OK
497,car,22,OK
497,bus,40,OK
497,truck,42,OK
497,car,66,OVER-SPEED
497,car,17,OK
497,car,16,OK
497,car,13,OK
497,car,16,OK
498,car,27,OK
498,car,17,OK
498,car,78,OVER-SPEED
498,truck,65,OVER-SPEED
498,car,27,OK
498,car,19,OK
498,truck,47,OK
498,car,22,OK
498,bus,36,OK
498,car,17,OK
498,car,16,OK
498,car,63,OVER-SPEED
498,car,14,OK
498,car,16,OK
498,car,14,OK
499,car,27,OK
499,car,17,OK
499,car,78,OVER-SPEED
499,truck,65,OVER-SPEED
499,car,27,OK
499,car,19,OK
499,truck,47,OK
499,car,22,OK
499,bus,36,OK
499,car,17,OK
499,car,16,OK
499,car,63,OVER-SPEED
499,car,14,OK
499,car,16,OK
499,car,14,OK
500,car,27,OK
500,car,28,OK
500,car,17,OK
500,truck,69,OVER-SPEED
500,car,75,OVER-SPEED
500,car,19,OK
500,car,81,OVER-SPEED
500,car,23,OK
500,truck,46,OK
500,bus,39,OK
500,car,15,OK
500,car,17,OK
500,car,15,OK
500,car,16,OK
501,car,25,OK
501,truck,72,OVER-SPEED
501,car,29,OK
501,car,73,OVER-SPEED
501,car,17,OK
501,car,18,OK
501,car,24,OK
501,bus,35,OK
501,truck,44,OK
501,car,16,OK
501,car,17,OK
502,car,25,OK
502,car,30,OK
502,truck,76,OVER-SPEED
502,car,16,OK
502,car,71,OVER-SPEED
502,car,19,OK
502,car,23,OK
502,truck,42,OK
502,bus,34,OK
502,car,16,OK
502,car,10,OK
502,car,16,OK
503,truck,80,OVER-SPEED
503,car,26,OK
503,car,31,OK
503,car,16,OK
503,car,20,OK
503,car,22,OK
503,car,69,OVER-SPEED
503,bus,30,OK
503,truck,42,OK
503,car,11,OK
503,car,13,OK
503,car,15,OK
503,car,16,OK
503,car,16,OK
504,truck,84,OVER-SPEED
504,car,26,OK
504,car,17,OK
504,car,32,OK
504,car,22,OK
504,car,67,OVER-SPEED
504,car,19,OK
504,bus,31,OK
504,bus,41,OK
504,truck,41,OK
504,car,14,OK
504,car,19,OK
504,car,16,OK
504,car,15,OK
504,car,15,OK
505,truck,84,OVER-SPEED
505,car,26,OK
505,car,17,OK
505,car,32,OK
505,car,22,OK
505,car,67,OVER-SPEED
505,car,19,OK
505,bus,30,OK
505,bus,41,OK
505,truck,41,OK
505,car,14,OK
505,car,19,OK
505,car,16,OK
505,car,15,OK
